char,unicode,standard_rank,repair_status,original_block_reason,radical_source,radical_source_status,radical_resolution_status,radical_resolution_reason,approved_radical,canonical_radical,proposed_radix,proposed_radix_name,approved_strokes,approved_structure,approved_struct_type,approved_decomposition,current_cnbe,current_cnbe_hex,current_radix,current_radix_name,current_strokes,current_struct_name,current_struct_type,current_index,current_ext,proposed_cnbe,proposed_cnbe_hex,roundtrip_pass,authority_boundary
邙,U+9099,3552,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,5,左右,3,⿰亡阝,2737416592,0xA329A990,163,邑,5,左右,3,665,0,2737416592,0xA329A990,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
阡,U+9621,3559,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_LEFT_ALIAS,left 阝 resolved to 阜 from top-level decomposition position,阝,阜,170,阜,5,左右,3,⿰阝千,2854846992,0xAA298210,170,阜,5,左右,3,33,0,2854846992,0xAA298210,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
邢,U+90A2,3567,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,6,左右,3,⿰开阝,2737941024,0xA331AA20,163,邑,6,左右,3,674,0,2737941024,0xA331AA20,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
邬,U+90AC,3621,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,6,左右,3,⿰乌阝,2737941184,0xA331AAC0,163,邑,6,左右,3,684,0,2737941184,0xA331AAC0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
阱,U+9631,3638,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_LEFT_ALIAS,left 阝 resolved to 阜 from top-level decomposition position,阝,阜,170,阜,6,左右,3,⿰阝井,2855371536,0xAA318310,170,阜,6,左右,3,49,0,2855371536,0xAA318310,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
阮,U+962E,3639,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_LEFT_ALIAS,left 阝 resolved to 阜 from top-level decomposition position,阝,阜,170,阜,6,左右,3,⿰阝元,2855371488,0xAA3182E0,170,阜,6,左右,3,46,0,2855371488,0xAA3182E0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
阪,U+962A,3640,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_LEFT_ALIAS,left 阝 resolved to 阜 from top-level decomposition position,阝,阜,170,阜,6,左右,3,⿰阝反,2855371424,0xAA3182A0,170,阜,6,左右,3,42,0,2855371424,0xAA3182A0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
玕,U+7395,3648,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,王,王,95,王,7,左右,3,⿰王干,1597626704,0x5F39D950,95,王,7,左右,3,1429,0,1597626704,0x5F39D950,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
玙,U+7399,3649,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,王,王,95,王,7,左右,3,⿰王与,1597626768,0x5F39D990,95,王,7,左右,3,1433,0,1597626768,0x5F39D990,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
抔,U+6294,3651,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,扌,手,64,手,7,左右,3,⿰扌不,1077528896,0x4039C940,64,手,7,左右,3,1172,0,1077528896,0x4039C940,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
邯,U+90AF,3660,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,7,左右,3,⿰甘阝,2738465520,0xA339AAF0,163,邑,7,左右,3,687,0,2738465520,0xA339AAF0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
芼,U+82BC,3668,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,艹,艸,140,艸,7,上下,1,⿱艹毛,2352532416,0x8C38CBC0,140,艸,7,上下,1,1212,0,2352532416,0x8C38CBC0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
邴,U+90B4,3684,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,7,左右,3,⿰丙阝,2738465600,0xA339AB40,163,邑,7,左右,3,692,0,2738465600,0xA339AB40,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
邳,U+90B3,3685,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,7,左右,3,⿰丕阝,2738465584,0xA339AB30,163,邑,7,左右,3,691,0,2738465584,0xA339AB30,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
邶,U+90B6,3693,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,7,左右,3,⿰北阝,2738465632,0xA339AB60,163,邑,7,左右,3,694,0,2738465632,0xA339AB60,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
邺,U+90BA,3696,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,7,左右,3,⿰业阝,2738465696,0xA339ABA0,163,邑,7,左右,3,698,0,2738465696,0xA339ABA0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
旸,U+65F8,3704,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,日,日,72,日,7,左右,3,⿰日𠃓,1211760512,0x4839FF80,72,日,7,左右,3,2040,0,1211760512,0x4839FF80,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
吽,U+543D,3709,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,口,口,30,口,7,左右,3,⿰口牛,507110352,0x1E39E3D0,30,口,7,左右,3,1597,0,507110352,0x1E39E3D0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
邱,U+90B1,3729,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,7,左右,3,⿰丘阝,2738465552,0xA339AB10,163,邑,7,左右,3,689,0,2738465552,0xA339AB10,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
邸,U+90B8,3743,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,7,左右,3,⿰氐阝,2738465664,0xA339AB80,163,邑,7,左右,3,696,0,2738465664,0xA339AB80,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
邹,U+90B9,3749,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,7,左右,3,⿰刍阝,2738465680,0xA339AB90,163,邑,7,左右,3,697,0,2738465680,0xA339AB90,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
沚,U+6C9A,3772,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,氵,水,85,水,7,左右,3,⿰氵止,1429858720,0x5539E9A0,85,水,7,左右,3,1690,0,1429858720,0x5539E9A0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
沨,U+6CA8,3777,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,氵,水,85,水,7,左右,3,⿰氵风,1429858944,0x5539EA80,85,水,7,左右,3,1704,0,1429858944,0x5539EA80,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
陇,U+9647,3802,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_LEFT_ALIAS,left 阝 resolved to 阜 from top-level decomposition position,阝,阜,170,阜,7,左右,3,⿰阝龙,2855896176,0xAA398470,170,阜,7,左右,3,71,0,2855896176,0xAA398470,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
陀,U+9640,3803,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_LEFT_ALIAS,left 阝 resolved to 阜 from top-level decomposition position,阝,阜,170,阜,7,左右,3,⿰阝它,2855896064,0xAA398400,170,阜,7,左右,3,64,0,2855896064,0xAA398400,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
陂,U+9642,3804,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_LEFT_ALIAS,left 阝 resolved to 阜 from top-level decomposition position,阝,阜,170,阜,7,左右,3,⿰阝皮,2855896096,0xAA398420,170,阜,7,左右,3,66,0,2855896096,0xAA398420,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
陉,U+9649,3805,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_LEFT_ALIAS,left 阝 resolved to 阜 from top-level decomposition position,阝,阜,170,阜,7,左右,3,⿰阝𢀖,2855896208,0xAA398490,170,阜,7,左右,3,73,0,2855896208,0xAA398490,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
邵,U+90B5,3816,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,7,左右,3,⿰召阝,2738465616,0xA339AB50,163,邑,7,左右,3,693,0,2738465616,0xA339AB50,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
邰,U+90B0,3820,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,7,左右,3,⿰台阝,2738465536,0xA339AB00,163,邑,7,左右,3,688,0,2738465536,0xA339AB00,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
拤,U+62E4,3838,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,扌,手,64,手,8,左右,3,⿰扌卡,1078054464,0x4041CE40,64,手,8,左右,3,1252,0,1078054464,0x4041CE40,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
拃,U+62C3,3844,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,扌,手,64,手,8,左右,3,⿰扌乍,1078053936,0x4041CC30,64,手,8,左右,3,1219,0,1078053936,0x4041CC30,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
茓,U+8313,3869,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,艹,艸,140,艸,8,上下,1,⿱艹穴,2353058096,0x8C40D130,140,艸,8,上下,1,1299,0,2353058096,0x8C40D130,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
杻,U+677B,3883,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,木,木,75,木,8,左右,3,⿰木丑,1262589872,0x4B4197B0,75,木,8,左右,3,379,0,1262589872,0x4B4197B0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
郏,U+90CF,3892,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,8,左右,3,⿰夹阝,2738990320,0xA341ACF0,163,邑,8,左右,3,719,0,2738990320,0xA341ACF0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
郅,U+90C5,3894,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,8,左右,3,⿰至阝,2738990160,0xA341AC50,163,邑,8,左右,3,709,0,2738990160,0xA341AC50,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
旻,U+65FB,3905,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,日,日,72,日,8,上下,1,⿱日文,1212219312,0x4840FFB0,72,日,8,上下,1,2043,0,1212219312,0x4840FFB0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
邾,U+90BE,3945,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,8,左右,3,⿰朱阝,2738990048,0xA341ABE0,163,邑,8,左右,3,702,0,2738990048,0xA341ABE0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
郄,U+90C4,3972,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,8,左右,3,⿰𠫤阝,2738990144,0xA341AC40,163,邑,8,左右,3,708,0,2738990144,0xA341AC40,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
郇,U+90C7,3984,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,8,左右,3,⿰旬阝,2738990192,0xA341AC70,163,邑,8,左右,3,711,0,2738990192,0xA341AC70,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
炘,U+7098,4006,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,火,火,86,火,8,左右,3,⿰火斤,1447143808,0x5641A980,86,火,8,左右,3,664,0,1447143808,0x5641A980,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
郓,U+90D3,4045,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,8,左右,3,⿰军阝,2738990384,0xA341AD30,163,邑,8,左右,3,723,0,2738990384,0xA341AD30,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
陔,U+9654,4063,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_LEFT_ALIAS,left 阝 resolved to 阜 from top-level decomposition position,阝,阜,170,阜,8,左右,3,⿰阝亥,2856420672,0xAA418540,170,阜,8,左右,3,84,0,2856420672,0xAA418540,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
郝,U+90DD,4103,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,9,左右,3,⿰赤阝,2739514832,0xA349ADD0,163,邑,9,左右,3,733,0,2739514832,0xA349ADD0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
郦,U+90E6,4163,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,9,左右,3,⿰丽阝,2739514976,0xA349AE60,163,邑,9,左右,3,742,0,2739514976,0xA349AE60,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
郢,U+90E2,4191,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,9,左右,3,⿰呈阝,2739514912,0xA349AE20,163,邑,9,左右,3,738,0,2739514912,0xA349AE20,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
郧,U+90E7,4217,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,9,左右,3,⿰员阝,2739514992,0xA349AE70,163,邑,9,左右,3,743,0,2739514992,0xA349AE70,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
郜,U+90DC,4250,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,9,左右,3,⿰告阝,2739514816,0xA349ADC0,163,邑,9,左右,3,732,0,2739514816,0xA349ADC0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
郗,U+90D7,4273,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,9,左右,3,⿰希阝,2739514736,0xA349AD70,163,邑,9,左右,3,727,0,2739514736,0xA349AD70,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
郤,U+90E4,4275,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,9,左右,3,⿰谷阝,2739514944,0xA349AE40,163,邑,9,左右,3,740,0,2739514944,0xA349AE40,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
郛,U+90DB,4277,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,9,左右,3,⿰孚阝,2739514800,0xA349ADB0,163,邑,9,左右,3,731,0,2739514800,0xA349ADB0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
竑,U+7AD1,4313,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,立,立,117,立,9,左右,3,⿰立厷,1967770896,0x7549CD10,117,立,9,左右,3,1233,0,1967770896,0x7549CD10,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
羑,U+7F91,4320,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,八,八,12,八,9,上下,1,⿱𦍌久,206084368,0x0C489910,12,八,9,上下,1,401,0,206084368,0x0C489910,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
浕,U+6D55,4347,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,氵,水,85,水,9,左右,3,⿰氵尽,1430910288,0x5549F550,85,水,9,左右,3,1877,0,1430910288,0x5549F550,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
郡,U+90E1,4375,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,9,左右,3,⿰君阝,2739514896,0xA349AE10,163,邑,9,左右,3,737,0,2739514896,0xA349AE10,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
牁,U+7241,4378,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,爿,爿,90,爿,9,左右,3,⿰爿可,1514783760,0x5A49C410,90,爿,9,左右,3,1089,0,1514783760,0x5A49C410,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
