row_id,character,unicode_codepoint,standard_rank,current_structure,current_decomposition,tool_structure,tool_struct_type,tool_decomposition,tool_top_level_parts,tool_status,authority_boundary,candidate_encoding_status,cnbe32_write_status,database_rebuild_status,review_status
8105_full_0079,夫,U+592B,79,镶嵌,⿻一大,独体字,0,夫,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0080,元,U+5143,80,上下,⿱二儿,上下,1,⿱一兀,一 兀,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0081,无,U+65E0,81,上下,⿱一尢,独体字,0,无,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0082,云,U+4E91,82,上下,⿱二厶,独体字,0,云,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0083,专,U+4E13,83,镶嵌,⿻?一,独体字,0,专,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0084,丐,U+4E10,84,上下,⿱下?,独体字,0,丐,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0085,扎,U+624E,85,左右,⿰扌乚,左右,3,⿰扌乚,扌 乚,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0086,艺,U+827A,86,上下,⿱艹乙,上下,1,⿱艹乙,艹 乙,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0087,木,U+6728,87,镶嵌,⿻十八,独体字,0,木,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0088,五,U+4E94,88,全包围,⿴二?,独体字,0,五,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0089,支,U+652F,89,上下,⿱十又,上下,1,⿱十又,十 又,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0090,厅,U+5385,90,左上包,⿸厂丁,左上包,5,⿸厂丁,厂 丁,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0091,不,U+4E0D,91,上下,⿱一?,独体字,0,不,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0092,犬,U+72AC,92,镶嵌,⿻大丶,独体字,0,犬,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0093,太,U+592A,93,上三包,⿵大丶,独体字,0,太,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0094,区,U+533A,94,左三包,⿷匸乂,左三包,7,⿷匚乂,匚 乂,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0095,历,U+5386,95,左上包,⿸厂力,左上包,5,⿸厂力,厂 力,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0096,歹,U+6B79,96,上下,⿱一夕,独体字,0,歹,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0097,友,U+53CB,97,左上包,⿸?又,左上包,5,⿸𠂇又,𠂇 又,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0098,尤,U+5C24,98,镶嵌,⿻尢丶,独体字,0,尤,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0099,匹,U+5339,99,左三包,⿷匸儿,左三包,7,⿷匚儿,匚 儿,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0100,车,U+8F66,100,镶嵌,⿻七十,独体字,0,车,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0101,巨,U+5DE8,101,左三包,⿷匚?,独体字,0,巨,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0102,牙,U+7259,102,独体字,牙,独体字,0,牙,,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0103,屯,U+5C6F,103,镶嵌,⿻一屮,独体字,0,屯,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0104,戈,U+6208,104,独体字,戈,独体字,0,戈,,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0105,比,U+6BD4,105,左右,⿰匕匕,,,,,TOOL_GAP,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0106,互,U+4E92,106,全包围,⿴二?,独体字,0,互,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0107,切,U+5207,107,左右,⿰七刀,左右,3,⿰七刀,七 刀,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0108,瓦,U+74E6,108,独体字,瓦,独体字,0,瓦,,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0109,止,U+6B62,109,镶嵌,⿻上丨,独体字,0,止,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0110,少,U+5C11,110,上下,⿱小丿,独体字,0,少,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0111,曰,U+66F0,111,全包围,⿴口一,独体字,0,曰,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0112,日,U+65E5,112,全包围,⿴口一,独体字,0,日,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0113,中,U+4E2D,113,镶嵌,⿻口丨,独体字,0,中,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0114,贝,U+8D1D,114,上三包,⿵冂人,独体字,0,贝,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0115,冈,U+5188,115,上三包,⿵冂乂,上三包,9,⿵冂㐅,冂 㐅,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0116,内,U+5185,116,镶嵌,⿻冂人,独体字,0,内,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0117,水,U+6C34,117,镶嵌,⿻亅?,独体字,0,水,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0118,见,U+89C1,118,上三包,⿵冂儿,独体字,0,见,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0119,午,U+5348,119,镶嵌,⿻丿干,独体字,0,午,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0120,牛,U+725B,120,独体字,牛,独体字,0,牛,,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0121,手,U+624B,121,独体字,手,独体字,0,手,,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0122,气,U+6C14,122,上下,⿱亻?,独体字,0,气,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0123,毛,U+6BDB,123,镶嵌,⿻乇一,独体字,0,毛,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0124,壬,U+58EC,124,上下,⿱丿士,独体字,0,壬,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0125,升,U+5347,125,镶嵌,⿻十?,独体字,0,升,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0126,夭,U+592D,126,上下,⿱丿大,独体字,0,夭,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0127,长,U+957F,127,镶嵌,⿻?一,独体字,0,长,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0128,仁,U+4EC1,128,左右,⿰亻二,左右,3,⿰亻二,亻 二,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0129,什,U+4EC0,129,左右,⿰亻十,左右,3,⿰亻十,亻 十,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0130,片,U+7247,130,左上包,⿸??,独体字,0,片,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0131,仆,U+4EC6,131,左右,⿰亻卜,左右,3,⿰亻卜,亻 卜,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0132,化,U+5316,132,左右,⿰亻匕,左右,3,⿰亻𠤎,亻 𠤎,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0133,仇,U+4EC7,133,左右,⿰亻九,左右,3,⿰亻九,亻 九,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0134,币,U+5E01,134,镶嵌,⿻丿巾,上下,1,⿱丿巾,丿 巾,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0135,仍,U+4ECD,135,左右,⿰亻乃,左右,3,⿰亻乃,亻 乃,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0136,仅,U+4EC5,136,左右,⿰亻又,左右,3,⿰亻又,亻 又,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0137,斤,U+65A4,137,左上包,⿸厂下,独体字,0,斤,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0138,爪,U+722A,138,上三包,⿵?丨,独体字,0,爪,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0139,反,U+53CD,139,左上包,⿸厂又,左上包,5,⿸𠂆又,𠂆 又,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0140,介,U+4ECB,140,上下,⿱人?,上下,1,⿱人⿰丿丨,人 ⿰丿丨,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0141,父,U+7236,141,上下,⿱八乂,独体字,0,父,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0142,从,U+4ECE,142,左右,⿰人人,左右,3,⿰人人,人 人,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0143,仑,U+4ED1,143,上下,⿱人匕,上下,1,⿱人匕,人 匕,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0144,今,U+4ECA,144,上下,⿱人?,上下,1,⿱亽㇇,亽 ㇇,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0145,凶,U+51F6,145,下三包,⿶凵乂,下三包,10,⿶凵㐅,凵 㐅,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0146,分,U+5206,146,上下,⿱八刀,上下,1,⿱八刀,八 刀,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0147,乏,U+4E4F,147,上下,⿱丿之,上下,1,⿱丿之,丿 之,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0148,公,U+516C,148,上下,⿱八厶,上下,1,⿱八厶,八 厶,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0149,仓,U+4ED3,149,上下,⿱人㔾,上下,1,⿱人㔾,人 㔾,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0150,月,U+6708,150,上三包,⿵冂二,独体字,0,月,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0151,氏,U+6C0F,151,独体字,氏,独体字,0,氏,,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0152,勿,U+52FF,152,右上包,⿹勹⿰丿丿,独体字,0,勿,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0153,欠,U+6B20,153,上下,⿱⺈人,,,,,TOOL_GAP,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0154,风,U+98CE,154,上三包,⿵几乂,上三包,9,⿵几㐅,几 㐅,TOOL_CONFIRMS_CURRENT,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0155,丹,U+4E39,155,镶嵌,⿻冂亠,独体字,0,丹,,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_0156,匀,U+5300,156,镶嵌,⿻勹冫,右上包,6,⿹勹冫,勹 冫,TOOL_CONFLICT_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,NOT_AN_ENCODING_WRITE,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
