character,unicode_codepoint,standard_rank,status,merge_status,approved_basis,approved_radical,approved_canonical_radical,approved_radical_resolution,approved_radix,approved_strokes,approved_agent_structure,approved_agent_struct_type,approved_decomposition,current_cnbe,current_cnbe_hex,current_radix,current_radix_name,current_strokes,current_struct_name,current_struct_type,current_index,current_ext,proposed_cnbe,proposed_cnbe_hex,proposed_radix,proposed_radix_name,proposed_canonical_radical,proposed_strokes,proposed_struct_type,proposed_struct_name,proposed_index,proposed_ext,roundtrip_pass,decoded_radix,decoded_strokes,decoded_struct_type,decoded_index,decoded_ext,write_gate,block_reason,block_detail
刃,U+5203,68,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_CONFIRMED_HANZI_DECOMP_V03,刀,刀,DIRECT,18,3,独体字,0,刃,2888319024,0xAC284030,172,隹,5,single,0,1027,0,303579184,0x12184030,18,刀,刀,3,0,独体字,1027,0,True,18,3,0,1027,0,NO_WRITE_DRY_RUN_ONLY,,
飞,U+98DE,69,DRY_RUN_BLOCKED,,,飞,,,,3,独体字,0,,2034904544,,,,,,,734,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,radical_resolution_blocked,no conservative mapping rule in this phase
习,U+4E60,70,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,冫,冫,DIRECT,15,3,独体字,0,习,1629652480,0x61228600,97,瓜,4,top-left-wrap,5,96,0,253232640,0x0F180600,15,冫,冫,3,0,独体字,96,0,True,15,3,0,96,0,NO_WRITE_DRY_RUN_ONLY,,
叉,U+53C9,71,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,又,又,DIRECT,29,3,独体字,0,叉,3335412880,0xC6CE5C90,198,鹿,25,triangle,12,1481,0,488135824,0x1D185C90,29,又,又,3,0,独体字,1481,0,True,29,3,0,1481,0,NO_WRITE_DRY_RUN_ONLY,,
马,U+9A6C,72,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,马,馬,ALIAS,187,3,独体字,0,马,1529235136,0x5B2646C0,91,片,4,triangle,12,1132,0,3138930368,0xBB1846C0,187,马,馬,3,0,独体字,1132,0,True,187,3,0,1132,0,NO_WRITE_DRY_RUN_ONLY,,
乡,U+4E61,73,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,幺,幺,DIRECT,52,3,独体字,0,乡,1646986768,0x622B0610,98,瓦,5,top-right-wrap,6,97,0,873989648,0x34180610,52,幺,幺,3,0,独体字,97,0,True,52,3,0,97,0,NO_WRITE_DRY_RUN_ONLY,,
丰,U+4E30,74,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,丨,丨,DIRECT,2,4,独体字,0,丰,831816448,0x31948300,49,己,18,bottom-wrap,9,48,0,35652352,0x02200300,2,丨,丨,4,0,独体字,48,0,True,2,4,0,48,0,NO_WRITE_DRY_RUN_ONLY,,
王,U+738B,75,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,王,王,DIRECT,95,4,独体字,0,王,3289536688,0xC41258B0,196,鳥,2,up-mid-down,4,1419,0,1595955376,0x5F2058B0,95,王,王,4,0,独体字,1419,0,True,95,4,0,1419,0,NO_WRITE_DRY_RUN_ONLY,,
开,U+5F00,76,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,廾,廾,DIRECT,55,4,独体字,0,开,1231884288,0x496D1000,73,曰,13,left-wrap,10,256,0,924848128,0x37201000,55,廾,廾,4,0,独体字,256,0,True,55,4,0,256,0,NO_WRITE_DRY_RUN_ONLY,,
井,U+4E95,77,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,二,二,DIRECT,7,4,独体字,0,井,2530412880,0x96D30950,150,谷,26,top-right-wrap,6,149,0,119540048,0x07200950,7,二,二,4,0,独体字,149,0,True,7,4,0,149,0,NO_WRITE_DRY_RUN_ONLY,,
天,U+5929,78,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,大,大,DIRECT,37,4,独体字,0,天,1278554768,0x4C353290,76,欠,6,left-wrap,10,809,0,622867088,0x25203290,37,大,大,4,0,独体字,809,0,True,37,4,0,809,0,NO_WRITE_DRY_RUN_ONLY,,
夫,U+592B,79,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,大,大,DIRECT,37,4,独体字,0,夫,1313223344,0x4E4632B0,78,歹,8,triangle,12,811,0,622867120,0x252032B0,37,大,大,4,0,独体字,811,0,True,37,4,0,811,0,NO_WRITE_DRY_RUN_ONLY,,
元,U+5143,80,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_CONFIRMED_HANZI_DECOMP_V03,儿,儿,DIRECT,10,4,上下,1,⿱一兀,3270620208,0xC2F1B430,194,鬼,30,up-down,3,835,0,169915440,0x0A20B430,10,儿,儿,4,1,上下,835,0,True,10,4,1,835,0,NO_WRITE_DRY_RUN_ONLY,,
无,U+65E0,81,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,无,无,DIRECT,71,4,独体字,0,无,2033286656,0x79317E00,121,缶,6,left-mid-right,2,2016,0,1193311744,0x47207E00,71,无,无,4,0,独体字,2016,0,True,71,4,0,2016,0,NO_WRITE_DRY_RUN_ONLY,,
云,U+4E91,82,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,二,二,DIRECT,7,4,独体字,0,云,2461075728,0x92B10910,146,西,22,left-mid-right,2,145,0,119539984,0x07200910,7,二,二,4,0,独体字,145,0,True,7,4,0,145,0,NO_WRITE_DRY_RUN_ONLY,,
专,U+4E13,83,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,一,一,DIRECT,1,4,独体字,0,专,346226992,0x14A30130,20,勹,20,top-right-wrap,6,19,0,18874672,0x01200130,1,一,一,4,0,独体字,19,0,True,1,4,0,19,0,NO_WRITE_DRY_RUN_ONLY,,
丐,U+4E10,84,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,一,一,DIRECT,1,4,独体字,0,丐,294224128,0x11898100,17,凵,17,up-down,3,16,0,18874624,0x01200100,1,一,一,4,0,独体字,16,0,True,1,4,0,16,0,NO_WRITE_DRY_RUN_ONLY,,
扎,U+624E,85,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,扌,手,ALIAS,64,4,左右,3,⿰扌乚,1068877024,0x3FB5C4E0,63,戶,22,full-wrap,11,1102,0,1075954912,0x4021C4E0,64,扌,手,4,3,左右,1102,0,True,64,4,3,1102,0,NO_WRITE_DRY_RUN_ONLY,,
艺,U+827A,86,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,艹,艸,ALIAS,140,4,上下,1,⿱艹乙,2808268704,0xA762C7A0,167,金,12,top-left-wrap,5,1146,0,2350958496,0x8C20C7A0,140,艹,艸,4,1,上下,1146,0,True,140,4,1,1146,0,NO_WRITE_DRY_RUN_ONLY,,
木,U+6728,87,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,木,木,DIRECT,75,4,独体字,0,木,365073024,0x15C29280,21,匕,24,top-left-wrap,5,296,0,1260393088,0x4B201280,75,木,木,4,0,独体字,296,0,True,75,4,0,296,0,NO_WRITE_DRY_RUN_ONLY,,
五,U+4E94,88,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,二,二,DIRECT,7,4,独体字,0,五,2513078592,0x95CA8940,149,言,25,top-left-wrap,5,148,0,119540032,0x07200940,7,二,二,4,0,独体字,148,0,True,7,4,0,148,0,NO_WRITE_DRY_RUN_ONLY,,
支,U+652F,89,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,支,支,DIRECT,65,4,上下,1,⿱十又,2658923248,0x9E7BF2F0,158,身,15,bottom-left-wrap,7,1839,0,1092678384,0x4120F2F0,65,支,支,4,1,上下,1839,0,True,65,4,1,1839,0,NO_WRITE_DRY_RUN_ONLY,,
厅,U+5385,90,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,厂,厂,DIRECT,27,4,左上包,5,⿸厂丁,2191317072,0x829CD850,130,肉,19,bottom-wrap,9,1413,0,455268432,0x1B22D850,27,厂,厂,4,5,左上包,1413,0,True,27,4,5,1413,0,NO_WRITE_DRY_RUN_ONLY,,
不,U+4E0D,91,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_CONFIRMED_HANZI_DECOMP_V03,一,一,DIRECT,1,4,独体字,0,不,242221264,0x0E7000D0,14,冖,14,single,0,13,0,18874576,0x012000D0,1,一,一,4,0,独体字,13,0,True,1,4,0,13,0,NO_WRITE_DRY_RUN_ONLY,,
犬,U+72AC,92,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,犬,犬,DIRECT,94,4,独体字,0,犬,3151579840,0xBBD94AC0,187,馬,27,left-mid-right,2,1196,0,1579174592,0x5E204AC0,94,犬,犬,4,0,独体字,1196,0,True,94,4,0,1196,0,NO_WRITE_DRY_RUN_ONLY,,
太,U+592A,93,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,大,大,DIRECT,37,4,独体字,0,太,1295889056,0x4D3DB2A0,77,止,7,full-wrap,11,810,0,622867104,0x252032A0,37,大,大,4,0,独体字,810,0,True,37,4,0,810,0,NO_WRITE_DRY_RUN_ONLY,,
区,U+533A,94,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,匸,匸,DIRECT,23,4,左三包,7,⿷匚乂,926307232,0x373653A0,55,廾,6,triangle,12,1338,0,388223904,0x1723D3A0,23,匸,匸,4,7,左三包,1338,0,True,23,4,7,1338,0,NO_WRITE_DRY_RUN_ONLY,,
历,U+5386,95,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,厂,厂,DIRECT,27,4,左上包,5,⿸厂力,2208651360,0x83A55860,131,臣,20,left-wrap,10,1414,0,455268448,0x1B22D860,27,厂,厂,4,5,左上包,1414,0,True,27,4,5,1414,0,NO_WRITE_DRY_RUN_ONLY,,
歹,U+6B79,96,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,歹,歹,DIRECT,78,4,独体字,0,歹,946526096,0x386AD790,56,弋,13,top-left-wrap,5,1401,0,1310742416,0x4E205790,78,歹,歹,4,0,独体字,1401,0,True,78,4,0,1401,0,NO_WRITE_DRY_RUN_ONLY,,
友,U+53CB,97,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,又,又,DIRECT,29,4,左上包,5,⿸𠂇又,3369655472,0xC8D8DCB0,200,麻,27,left-right,1,1483,0,488823984,0x1D22DCB0,29,又,又,4,5,左上包,1483,0,True,29,4,5,1483,0,NO_WRITE_DRY_RUN_ONLY,,
尤,U+5C24,98,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,尢,尢,DIRECT,43,4,独体字,0,尤,3318440512,0xC5CB6240,197,鹵,25,top-right-wrap,6,1572,0,723542592,0x2B206240,43,尢,尢,4,0,独体字,1572,0,True,43,4,0,1572,0,NO_WRITE_DRY_RUN_ONLY,,
匹,U+5339,99,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,匸,匸,DIRECT,23,4,左三包,7,⿷匚儿,908972944,0x362DD390,54,廴,5,full-wrap,11,1337,0,388223888,0x1723D390,23,匸,匸,4,7,左三包,1337,0,True,23,4,7,1337,0,NO_WRITE_DRY_RUN_ONLY,,
车,U+8F66,100,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,车,車,ALIAS,159,4,独体字,0,车,857577056,0x331D9660,51,干,3,full-wrap,11,358,0,2669680224,0x9F201660,159,车,車,4,0,独体字,358,0,True,159,4,0,358,0,NO_WRITE_DRY_RUN_ONLY,,
巨,U+5DE8,101,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,匚,匚,DIRECT,22,4,独体字,0,巨,123862656,0x0761FE80,7,二,12,up-down,3,2024,0,371228288,0x16207E80,22,匚,匚,4,0,独体字,2024,0,True,22,4,0,2024,0,NO_WRITE_DRY_RUN_ONLY,,
牙,U+7259,102,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,牙,牙,DIRECT,92,4,独体字,0,牙,1748321680,0x68354590,104,疒,6,left-wrap,10,1113,0,1545618832,0x5C204590,92,牙,牙,4,0,独体字,1113,0,True,92,4,0,1113,0,NO_WRITE_DRY_RUN_ONLY,,
屯,U+5C6F,103,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,屮,屮,DIRECT,45,4,独体字,0,屯,976873200,0x3A39E6F0,58,彐,7,up-down,3,1647,0,757098224,0x2D2066F0,45,屮,屮,4,0,独体字,1647,0,True,45,4,0,1647,0,NO_WRITE_DRY_RUN_ONLY,,
戈,U+6208,104,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,戈,戈,DIRECT,62,4,独体字,0,戈,3480436864,0xCF734080,207,鼓,14,top-right-wrap,6,1032,0,1042301056,0x3E204080,62,戈,戈,4,0,独体字,1032,0,True,62,4,0,1032,0,NO_WRITE_DRY_RUN_ONLY,,
比,U+6BD4,105,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_EXISTING_CANDIDATE_WHEN_V03_TOOL_GAP,比,比,DIRECT,81,4,左右,3,⿰匕匕,2472205632,0x935ADD40,147,見,11,top-left-wrap,5,1492,0,1361173824,0x5121DD40,81,比,比,4,3,左右,1492,0,True,81,4,3,1492,0,NO_WRITE_DRY_RUN_ONLY,,
互,U+4E92,106,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,二,二,DIRECT,7,4,独体字,0,互,2478410016,0x93B98920,147,見,23,up-down,3,146,0,119540000,0x07200920,7,二,二,4,0,独体字,146,0,True,7,4,0,146,0,NO_WRITE_DRY_RUN_ONLY,,
切,U+5207,107,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,刀,刀,DIRECT,18,4,左右,3,⿰七刀,2957656176,0xB04A4070,176,面,9,up-mid-down,4,1031,0,304201840,0x1221C070,18,刀,刀,4,3,左右,1031,0,True,18,4,3,1031,0,NO_WRITE_DRY_RUN_ONLY,,
瓦,U+74E6,108,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_CONFIRMED_HANZI_DECOMP_V03,瓦,瓦,DIRECT,98,4,独体字,0,瓦,1933602400,0x73406E60,115,禾,8,single,0,1766,0,1646292576,0x62206E60,98,瓦,瓦,4,0,独体字,1766,0,True,98,4,0,1766,0,NO_WRITE_DRY_RUN_ONLY,,
止,U+6B62,109,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,止,止,DIRECT,77,4,独体字,0,止,564942368,0x21AC5620,33,士,21,top-wrap,8,1378,0,1293964832,0x4D205620,77,止,止,4,0,独体字,1378,0,True,77,4,0,1378,0,NO_WRITE_DRY_RUN_ONLY,,
少,U+5C11,110,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_CONFIRMED_HANZI_DECOMP_V03,小,小,DIRECT,42,4,独体字,0,少,2989515024,0xB2306110,178,韋,6,single,0,1553,0,706765072,0x2A206110,42,小,小,4,0,独体字,1553,0,True,42,4,0,1553,0,NO_WRITE_DRY_RUN_ONLY,,
曰,U+66F0,111,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,曰,曰,DIRECT,73,4,独体字,0,曰,3018886912,0xB3F08F00,179,韭,30,left-right,1,240,0,1226837760,0x49200F00,73,曰,曰,4,0,独体字,240,0,True,73,4,0,240,0,NO_WRITE_DRY_RUN_ONLY,,
日,U+65E5,112,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,日,日,DIRECT,72,4,独体字,0,日,2119958096,0x7E5BFE50,126,而,11,bottom-left-wrap,7,2021,0,1210089040,0x48207E50,72,日,日,4,0,独体字,2021,0,True,72,4,0,2021,0,NO_WRITE_DRY_RUN_ONLY,,
中,U+4E2D,113,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,丨,丨,DIRECT,2,4,独体字,0,中,779813584,0x2E7B02D0,46,山,15,top-right-wrap,6,45,0,35652304,0x022002D0,2,丨,丨,4,0,独体字,45,0,True,2,4,0,45,0,NO_WRITE_DRY_RUN_ONLY,,
贝,U+8D1D,114,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,贝,貝,ALIAS,154,4,独体字,0,贝,1815998928,0x6C3DF1D0,108,皿,7,full-wrap,11,1821,0,2585817552,0x9A2071D0,154,贝,貝,4,0,独体字,1821,0,True,154,4,0,1821,0,NO_WRITE_DRY_RUN_ONLY,,
冈,U+5188,115,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,冂,冂,DIRECT,13,4,上三包,9,⿵冂㐅,825473152,0x3133B880,49,己,6,bottom-left-wrap,7,904,0,220510336,0x0D24B880,13,冂,冂,4,9,上三包,904,0,True,13,4,9,904,0,NO_WRITE_DRY_RUN_ONLY,,
内,U+5185,116,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,入,入,DIRECT,11,4,独体字,0,内,773470288,0x2E1A3850,46,山,3,up-mid-down,4,901,0,186660944,0x0B203850,11,入,入,4,0,独体字,901,0,True,11,4,0,901,0,NO_WRITE_DRY_RUN_ONLY,,
水,U+6C34,117,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,水,水,DIRECT,85,4,独体字,0,水,494232384,0x1D756340,29,又,14,left-wrap,10,1588,0,1428185920,0x55206340,85,水,水,4,0,独体字,1588,0,True,85,4,0,1588,0,NO_WRITE_DRY_RUN_ONLY,,
见,U+89C1,118,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,见,見,ALIAS,147,4,独体字,0,见,1753005072,0x687CBC10,104,疒,15,bottom-wrap,9,961,0,2468363280,0x93203C10,147,见,見,4,0,独体字,961,0,True,147,4,0,961,0,NO_WRITE_DRY_RUN_ONLY,,
午,U+5348,119,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_CONFIRMED_HANZI_DECOMP_V03,十,十,DIRECT,24,4,独体字,0,午,1168135296,0x45A05480,69,斤,20,single,0,1352,0,404771968,0x18205480,24,十,十,4,0,独体字,1352,0,True,24,4,0,1352,0,NO_WRITE_DRY_RUN_ONLY,,
牛,U+725B,120,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,牛,牛,DIRECT,93,4,独体字,0,牛,1782990256,0x6A4645B0,106,白,8,triangle,12,1115,0,1562396080,0x5D2045B0,93,牛,牛,4,0,独体字,1115,0,True,93,4,0,1115,0,NO_WRITE_DRY_RUN_ONLY,,
手,U+624B,121,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,手,手,DIRECT,64,4,独体字,0,手,1016874160,0x3C9C44B0,60,彳,19,top-wrap,8,1099,0,1075856560,0x402044B0,64,手,手,4,0,独体字,1099,0,True,64,4,0,1099,0,NO_WRITE_DRY_RUN_ONLY,,
气,U+6C14,122,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,气,气,DIRECT,84,4,独体字,0,气,3546964288,0xD36A6140,211,齒,13,up-mid-down,4,1556,0,1411408192,0x54206140,84,气,气,4,0,独体字,1556,0,True,84,4,0,1556,0,NO_WRITE_DRY_RUN_ONLY,,
毛,U+6BDB,123,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,毛,毛,DIRECT,82,4,独体字,0,毛,2593545648,0x9A965DB0,154,貝,18,triangle,12,1499,0,1377852848,0x52205DB0,82,毛,毛,4,0,独体字,1499,0,True,82,4,0,1499,0,NO_WRITE_DRY_RUN_ONLY,,
壬,U+58EC,124,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,士,士,DIRECT,33,4,独体字,0,壬,255372992,0x0F38AEC0,15,冫,7,left-right,1,748,0,555757248,0x21202EC0,33,士,士,4,0,独体字,748,0,True,33,4,0,748,0,NO_WRITE_DRY_RUN_ONLY,,
升,U+5347,125,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,十,十,DIRECT,24,4,独体字,0,升,1151226992,0x449E5470,68,斗,19,triangle,12,1351,0,404771952,0x18205470,24,十,十,4,0,独体字,1351,0,True,24,4,0,1351,0,NO_WRITE_DRY_RUN_ONLY,,
夭,U+592D,126,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,大,大,DIRECT,37,4,独体字,0,夭,1347465936,0x5050B2D0,80,母,10,left-right,1,813,0,622867152,0x252032D0,37,大,大,4,0,独体字,813,0,True,37,4,0,813,0,NO_WRITE_DRY_RUN_ONLY,,
长,U+957F,127,DRY_RUN_BLOCKED,,,长,,,,4,独体字,0,,1920366576,,,,,,,1919,,,,,,,,,,,,,,,,,,NO_WRITE_DRY_RUN_ONLY,radical_resolution_blocked,no conservative mapping rule in this phase
仁,U+4EC1,128,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,亻,人,ALIAS,9,4,左右,3,⿰亻二,3259337744,0xC2458C10,194,鬼,8,full-wrap,11,193,0,153193488,0x09218C10,9,亻,人,4,3,左右,193,0,True,9,4,3,193,0,NO_WRITE_DRY_RUN_ONLY,,
什,U+4EC0,129,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,亻,人,ALIAS,9,4,左右,3,⿰亻十,3242003456,0xC13D0C00,193,鬲,7,left-wrap,10,192,0,153193472,0x09218C00,9,亻,人,4,3,左右,192,0,True,9,4,3,192,0,NO_WRITE_DRY_RUN_ONLY,,
片,U+7247,130,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,片,片,DIRECT,91,4,独体字,0,片,1452983408,0x569AC470,86,火,19,top-left-wrap,5,1095,0,1528841328,0x5B204470,91,片,片,4,0,独体字,1095,0,True,91,4,0,1095,0,NO_WRITE_DRY_RUN_ONLY,,
仆,U+4EC6,131,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,亻,人,ALIAS,9,4,左右,3,⿰亻卜,3345583200,0xC7698C60,199,麥,13,up-down,3,198,0,153193568,0x09218C60,9,亻,人,4,3,左右,198,0,True,9,4,3,198,0,NO_WRITE_DRY_RUN_ONLY,,
化,U+5316,132,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,匕,匕,DIRECT,21,4,左右,3,⿰亻𠤎,319377760,0x13095160,19,力,1,left-mid-right,2,1302,0,354537824,0x1521D160,21,匕,匕,4,3,左右,1302,0,True,21,4,3,1302,0,NO_WRITE_DRY_RUN_ONLY,,
仇,U+4EC7,133,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,亻,人,ALIAS,9,4,左右,3,⿰亻九,3362917488,0xC8720C70,200,麻,14,up-mid-down,4,199,0,153193584,0x09218C70,9,亻,人,4,3,左右,199,0,True,9,4,3,199,0,NO_WRITE_DRY_RUN_ONLY,,
币,U+5E01,134,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,巾,巾,DIRECT,50,4,上下,1,⿱丿巾,540082192,0x20310010,32,土,6,left-mid-right,2,1,0,840990736,0x32208010,50,巾,巾,4,1,上下,1,0,True,50,4,1,1,0,NO_WRITE_DRY_RUN_ONLY,,
